50	Sharm El-Sheikh	SSH	63	Egypt, Arab Rep.	10	Northern Africa	0	Africa	0	EG
51	Marsa Alam	RMF	63	Egypt, Arab Rep.	10	Northern Africa	0	Africa	0	EG
52	Cairo	CAI	63	Egypt, Arab Rep.	10	Northern Africa	0	Africa	0	EG
53	Hurghada	HRG	63	Egypt, Arab Rep.	10	Northern Africa	0	Africa	0	EG
54	Asyut	ATZ	63	Egypt, Arab Rep.	10	Northern Africa	0	Africa	0	EG
55	Luxor	LXR	63	Egypt, Arab Rep.	10	Northern Africa	0	Africa	0	EG
56	Alexandria (EG)	HBE	63	Egypt, Arab Rep.	10	Northern Africa	0	Africa	0	EG
57	Abu Simbel	ABS	63	Egypt, Arab Rep.	10	Northern Africa	0	Africa	1	EG
58	Aswan	ASW	63	Egypt, Arab Rep.	10	Northern Africa	0	Africa	0	EG
59	El Arish	AAC	63	Egypt, Arab Rep.	10	Northern Africa	0	Africa	0	EG
60	Taba	TCP	63	Egypt, Arab Rep.	10	Northern Africa	0	Africa	0	EG
61	Saidpur	SPD	19	Bangladesh	17	Southern Asia	1	Asia	0	BD
62	Sylhet	ZYL	19	Bangladesh	17	Southern Asia	1	Asia	0	BD
63	Rajshahi	RJH	19	Bangladesh	17	Southern Asia	1	Asia	0	BD
64	Cox's Bazar	CXB	19	Bangladesh	17	Southern Asia	1	Asia	1	BD
65	Ishurdi	IRD	19	Bangladesh	17	Southern Asia	1	Asia	0	BD
66	Barisal	BZL	19	Bangladesh	17	Southern Asia	1	Asia	1	BD
67	Jessore	JSR	19	Bangladesh	17	Southern Asia	1	Asia	1	BD
68	Chittagong	CGP	19	Bangladesh	17	Southern Asia	1	Asia	1	BD
69	Dhaka	DAC	19	Bangladesh	17	Southern Asia	1	Asia	0	BD
70	Niamey	NIM	152	Niger	19	Western Africa	0	Africa	1	NE
71	Agadez	AJY	152	Niger	19	Western Africa	0	Africa	1	NE
72	Zinder	ZND	152	Niger	19	Western Africa	0	Africa	1	NE
73	Doha	DOH	175	Qatar	20	Western Asia	1	Asia	0	QA
74	Ondangwa	OND	150	Namibia	16	Southern Africa	0	Africa	1	NA
75	Katima Mulilo	MPA	150	Namibia	16	Southern Africa	0	Africa	1	NA
76	Windhoek	WDH	150	Namibia	16	Southern Africa	0	Africa	1	NA
77	Walvis Bay	WVB	150	Namibia	16	Southern Africa	0	Africa	1	NA
78	Rundu	NDU	150	Namibia	16	Southern Africa	0	Africa	1	NA
79	Luderitz	LUD	150	Namibia	16	Southern Africa	0	Africa	2	NA
80	Oranjemund	OMD	150	Namibia	16	Southern Africa	0	Africa	2	NA
81	Plovdiv	PDV	20	Bulgaria	6	Eastern Europe	2	Europe	0	BG
82	Varna	VAR	20	Bulgaria	6	Eastern Europe	2	Europe	0	BG
83	Burgas	BOJ	20	Bulgaria	6	Eastern Europe	2	Europe	0	BG
84	Sofia	SOF	20	Bulgaria	6	Eastern Europe	2	Europe	0	BG
85	Yacuiba	BYC	28	Bolivia	14	South America	5	South America	1	BO
86	Trinidad	TDD	28	Bolivia	14	South America	5	South America	1	BO
87	Tarija	TJA	28	Bolivia	14	South America	5	South America	1	BO
88	Uyuni	UYU	28	Bolivia	14	South America	5	South America	1	BO
89	Puerto Suarez	PSZ	28	Bolivia	14	South America	5	South America	1	BO
90	Santa Cruz	VVI	28	Bolivia	14	South America	5	South America	1	BO
91	Oruro	ORU	28	Bolivia	14	South America	5	South America	1	BO
92	Riberalta	RIB	28	Bolivia	14	South America	5	South America	1	BO
93	Rurrenabaque	RBQ	28	Bolivia	14	South America	5	South America	1	BO
94	Potosi	POI	28	Bolivia	14	South America	5	South America	1	BO
95	Cochabamba	CBB	28	Bolivia	14	South America	5	South America	1	BO
96	La Paz (BO)	LPB	28	Bolivia	14	South America	5	South America	1	BO
97	Cobija	CIJ	28	Bolivia	14	South America	5	South America	1	BO
98	Sucre	SRE	28	Bolivia	14	South America	5	South America	1	BO
99	Sunyani	NYI	78	Ghana	19	Western Africa	0	Africa	1	GH
100	Takoradi	TKD	78	Ghana	19	Western Africa	0	Africa	1	GH
101	Kumasi	KMS	78	Ghana	19	Western Africa	0	Africa	1	GH
102	Tamale	TML	78	Ghana	19	Western Africa	0	Africa	1	GH
103	Accra	ACC	78	Ghana	19	Western Africa	0	Africa	1	GH
104	Cocos Islands	CCK	36	Cocos (Keeling) Islands	15	South-Eastern Asia	1	Asia	1	CC
105	Karachi	KHI	163	Pakistan	17	Southern Asia	1	Asia	0	PK
106	Gilgit	GIL	163	Pakistan	17	Southern Asia	1	Asia	0	PK
107	Dalbandin	DBA	163	Pakistan	17	Southern Asia	1	Asia	0	PK
108	Islamabad	ISB	163	Pakistan	17	Southern Asia	1	Asia	0	PK
109	Turbat	TUK	163	Pakistan	17	Southern Asia	1	Asia	0	PK
110	Sukkur	SKZ	163	Pakistan	17	Southern Asia	1	Asia	0	PK
111	Chitral	CJL	163	Pakistan	17	Southern Asia	1	Asia	0	PK
112	Sui	SUL	163	Pakistan	17	Southern Asia	1	Asia	0	PK
113	Panjgur	PJG	163	Pakistan	17	Southern Asia	1	Asia	0	PK
114	Rahim Yar Khan	RYK	163	Pakistan	17	Southern Asia	1	Asia	0	PK
115	Lahore	LHE	163	Pakistan	17	Southern Asia	1	Asia	0	PK
116	Dera Ismail Khan	DSK	163	Pakistan	17	Southern Asia	1	Asia	0	PK
117	Saidu Sharif	SDT	163	Pakistan	17	Southern Asia	1	Asia	0	PK
118	Faisalabad	LYP	163	Pakistan	17	Southern Asia	1	Asia	0	PK
119	Peshawar	PEW	163	Pakistan	17	Southern Asia	1	Asia	0	PK
120	Kadanwari	KCF	163	Pakistan	17	Southern Asia	1	Asia	0	PK
121	Quetta	UET	163	Pakistan	17	Southern Asia	1	Asia	0	PK
122	Mohenjodaro	MJD	163	Pakistan	17	Southern Asia	1	Asia	0	PK
123	Hyderabad (PK)	HDD	163	Pakistan	17	Southern Asia	1	Asia	0	PK
124	Zhob	PZH	163	Pakistan	17	Southern Asia	1	Asia	0	PK
125	Sialkot	SKT	163	Pakistan	17	Southern Asia	1	Asia	0	PK
126	Dadu	DDU	163	Pakistan	17	Southern Asia	1	Asia	0	PK
127	Gwadar	GWD	163	Pakistan	17	Southern Asia	1	Asia	0	PK
128	Skardu	KDU	163	Pakistan	17	Southern Asia	1	Asia	0	PK
129	Dera Ghazi Khan	DEA	163	Pakistan	17	Southern Asia	1	Asia	0	PK
130	Bahawalpur	BHV	163	Pakistan	17	Southern Asia	1	Asia	0	PK
131	Multan	MUX	163	Pakistan	17	Southern Asia	1	Asia	0	PK
132	Nawabshah	WNS	163	Pakistan	17	Southern Asia	1	Asia	0	PK
133	Sao Vicente Island	VXE	47	Cape Verde	19	Western Africa	0	Africa	1	CV
134	Sao Filipe	SFL	47	Cape Verde	19	Western Africa	0	Africa	1	CV
135	Sal Island	SID	47	Cape Verde	19	Western Africa	0	Africa	1	CV
136	Sao Nicolau Island	SNE	47	Cape Verde	19	Western Africa	0	Africa	1	CV
137	Praia	RAI	47	Cape Verde	19	Western Africa	0	Africa	1	CV
138	Boa Vista Island	BVC	47	Cape Verde	19	Western Africa	0	Africa	1	CV
139	Cluj-Napoca	CLJ	177	Romania	6	Eastern Europe	2	Europe	0	RO
140	Bacau	BCM	177	Romania	6	Eastern Europe	2	Europe	0	RO
141	Suceava	SCV	177	Romania	6	Eastern Europe	2	Europe	0	RO
142	Satu Mare	SUJ	177	Romania	6	Eastern Europe	2	Europe	0	RO
143	Tirgu Mures	TGM	177	Romania	6	Eastern Europe	2	Europe	0	RO
144	Constanta	CND	177	Romania	6	Eastern Europe	2	Europe	0	RO
145	Sibiu	SBZ	177	Romania	6	Eastern Europe	2	Europe	0	RO
146	Bucharest	OTP	177	Romania	6	Eastern Europe	2	Europe	0	RO
147	Iasi	IAS	177	Romania	6	Eastern Europe	2	Europe	0	RO
148	Oradea	OMR	177	Romania	6	Eastern Europe	2	Europe	0	RO
149	Craiova	CRA	177	Romania	6	Eastern Europe	2	Europe	0	RO
150	Timisoara	TSR	177	Romania	6	Eastern Europe	2	Europe	0	RO
151	Amman	AMM	107	Jordan	20	Western Asia	1	Asia	0	JO
152	Aqaba	AQJ	107	Jordan	20	Western Asia	1	Asia	0	JO
153	Monrovia	ROB	120	Liberia	19	Western Africa	0	Africa	1	LR
154	Benghazi	BEN	121	Libya	10	Northern Africa	0	Africa	0	LY
155	Sirte	SRX	121	Libya	10	Northern Africa	0	Africa	0	LY
156	Sebha	SEB	121	Libya	10	Northern Africa	0	Africa	0	LY
157	Kufra	AKF	121	Libya	10	Northern Africa	0	Africa	0	LY
158	Karasburg	KAS	121	Libya	10	Northern Africa	0	Africa	0	LY
159	Misurata	MRA	121	Libya	10	Northern Africa	0	Africa	0	LY
160	Ubari	QUB	121	Libya	10	Northern Africa	0	Africa	0	LY
161	Ghat	GHT	121	Libya	10	Northern Africa	0	Africa	0	LY
162	Ghadames	LTD	121	Libya	10	Northern Africa	0	Africa	0	LY
163	Beida	LAQ	121	Libya	10	Northern Africa	0	Africa	0	LY
164	Tobruk	TOB	121	Libya	10	Northern Africa	0	Africa	0	LY
165	Tripoli	TIP	121	Libya	10	Northern Africa	0	Africa	0	LY
166	Pangkor	PKG	148	Malaysia	15	South-Eastern Asia	1	Asia	1	MY
167	Bintulu	BTU	148	Malaysia	15	South-Eastern Asia	1	Asia	1	MY
168	Bario	BBN	148	Malaysia	15	South-Eastern Asia	1	Asia	1	MY
169	Tawau	TWU	148	Malaysia	15	South-Eastern Asia	1	Asia	1	MY
170	Kudat	KUD	148	Malaysia	15	South-Eastern Asia	1	Asia	1	MY
171	Tanjung Manis	TGC	148	Malaysia	15	South-Eastern Asia	1	Asia	1	MY
172	Lahad Datu	LDU	148	Malaysia	15	South-Eastern Asia	1	Asia	1	MY
173	Penang	PEN	148	Malaysia	15	South-Eastern Asia	1	Asia	1	MY
174	Mukah	MKM	148	Malaysia	15	South-Eastern Asia	1	Asia	1	MY
175	Malacca	MKZ	148	Malaysia	15	South-Eastern Asia	1	Asia	1	MY
176	Sandakan	SDK	148	Malaysia	15	South-Eastern Asia	1	Asia	1	MY
177	Kuching	KCH	148	Malaysia	15	South-Eastern Asia	1	Asia	1	MY
178	Kota Bharu	KBR	148	Malaysia	15	South-Eastern Asia	1	Asia	1	MY
179	Johor Bahru	JHB	148	Malaysia	15	South-Eastern Asia	1	Asia	1	MY
180	Alor Setar	AOR	148	Malaysia	15	South-Eastern Asia	1	Asia	1	MY
181	Ipoh	IPH	148	Malaysia	15	South-Eastern Asia	1	Asia	1	MY
182	Kuala Lumpur	KUL	148	Malaysia	15	South-Eastern Asia	1	Asia	1	MY
183	Langkawi	LGK	148	Malaysia	15	South-Eastern Asia	1	Asia	1	MY
184	Mulu	MZV	148	Malaysia	15	South-Eastern Asia	1	Asia	1	MY
185	Kuantan	KUA	148	Malaysia	15	South-Eastern Asia	1	Asia	1	MY
186	Kota Kinabalu	BKI	148	Malaysia	15	South-Eastern Asia	1	Asia	1	MY
187	Limbang	LMN	148	Malaysia	15	South-Eastern Asia	1	Asia	1	MY
188	Sibu	SBW	148	Malaysia	15	South-Eastern Asia	1	Asia	1	MY
189	Tioman Island	TOD	148	Malaysia	15	South-Eastern Asia	1	Asia	1	MY
190	Long Banga	LBP	148	Malaysia	15	South-Eastern Asia	1	Asia	1	MY
191	Labuan	LBU	148	Malaysia	15	South-Eastern Asia	1	Asia	1	MY
192	Miri	MYY	148	Malaysia	15	South-Eastern Asia	1	Asia	1	MY
193	Kerteh	KTE	148	Malaysia	15	South-Eastern Asia	1	Asia	1	MY
194	Kuala Terengganu	TGG	148	Malaysia	15	South-Eastern Asia	1	Asia	1	MY
195	Vieques	VQS	170	Puerto Rico	1	Caribbean	3	North America	1	PR
196	Aguadilla	BQN	170	Puerto Rico	1	Caribbean	3	North America	1	PR
197	San Juan (PR)	SJU	170	Puerto Rico	1	Caribbean	3	North America	1	PR
198	Ponce	PSE	170	Puerto Rico	1	Caribbean	3	North America	1	PR
199	Dzaoudzi	DZA	149	Mayotte	4	Eastern Africa	0	Africa	1	YT
200	Pyongyang	FNJ	171	Korea, Dem. Rep.	5	Eastern Asia	1	Asia	0	KP
201	Kigoma	TKQ	214	Zanzibar	4	Eastern Africa	0	Africa	1	TZ
202	Sumbawanga	SUT	214	Zanzibar	4	Eastern Africa	0	Africa	1	TZ
203	Tanga	TGT	214	Zanzibar	4	Eastern Africa	0	Africa	1	TZ
204	Seronera	SEU	214	Zanzibar	4	Eastern Africa	0	Africa	1	TZ
205	Kilimanjaro	JRO	214	Zanzibar	4	Eastern Africa	0	Africa	1	TZ
206	Zanzibar	ZNZ	214	Zanzibar	4	Eastern Africa	0	Africa	1	TZ
207	Iringa	IRI	214	Zanzibar	4	Eastern Africa	0	Africa	1	TZ
208	Songea	SGX	214	Zanzibar	4	Eastern Africa	0	Africa	1	TZ
209	Tabora	TBO	214	Zanzibar	4	Eastern Africa	0	Africa	1	TZ
210	Mtwara	MYW	214	Zanzibar	4	Eastern Africa	0	Africa	1	TZ
211	Mwanza	MWZ	214	Zanzibar	4	Eastern Africa	0	Africa	1	TZ
212	Bukoba	BKZ	214	Zanzibar	4	Eastern Africa	0	Africa	1	TZ
213	Lake Manyara	LKY	214	Zanzibar	4	Eastern Africa	0	Africa	1	TZ
214	Mbeya	MBI	214	Zanzibar	4	Eastern Africa	0	Africa	1	TZ
215	Arusha	ARK	214	Zanzibar	4	Eastern Africa	0	Africa	1	TZ
216	Dar Es Salaam	DAR	214	Zanzibar	4	Eastern Africa	0	Africa	1	TZ
217	Maun	MUB	33	Botswana	16	Southern Africa	0	Africa	1	BW
218	Kasane	BBK	33	Botswana	16	Southern Africa	0	Africa	1	BW
219	Gaborone	GBE	33	Botswana	16	Southern Africa	0	Africa	2	BW
220	Francistown	FRW	33	Botswana	16	Southern Africa	0	Africa	1	BW
221	Phnom Penh	PNH	112	Cambodia	15	South-Eastern Asia	1	Asia	1	KH
222	Siem Reap	REP	112	Cambodia	15	South-Eastern Asia	1	Asia	1	KH
223	Sihanoukville	KOS	112	Cambodia	15	South-Eastern Asia	1	Asia	1	KH
224	Port of Spain	POS	209	Trinidad and Tobago	1	Caribbean	3	North America	1	TT
225	Tobago	TAB	209	Trinidad and Tobago	1	Caribbean	3	North America	1	TT
226	Mekele	MQX	67	Ethiopia	4	Eastern Africa	0	Africa	1	ET
227	Gambela	GMB	67	Ethiopia	4	Eastern Africa	0	Africa	1	ET
228	Addis Ababa	ADD	67	Ethiopia	4	Eastern Africa	0	Africa	1	ET
229	Dire Dawa	DIR	67	Ethiopia	4	Eastern Africa	0	Africa	1	ET
230	Jimma	JIM	67	Ethiopia	4	Eastern Africa	0	Africa	1	ET
231	Jijiga	JIJ	67	Ethiopia	4	Eastern Africa	0	Africa	1	ET
232	Humera	HUE	67	Ethiopia	4	Eastern Africa	0	Africa	1	ET
233	Semera	SZE	67	Ethiopia	4	Eastern Africa	0	Africa	1	ET
234	Inda Selassie	SHC	67	Ethiopia	4	Eastern Africa	0	Africa	1	ET
235	Axum	AXU	67	Ethiopia	4	Eastern Africa	0	Africa	1	ET
236	Bahar Dar	BJR	67	Ethiopia	4	Eastern Africa	0	Africa	1	ET
237	Arba Minch	AMH	67	Ethiopia	4	Eastern Africa	0	Africa	1	ET
238	Gonder	GDQ	67	Ethiopia	4	Eastern Africa	0	Africa	1	ET
239	Gode	GDE	67	Ethiopia	4	Eastern Africa	0	Africa	1	ET
240	Kebri Dehar	ABK	67	Ethiopia	4	Eastern Africa	0	Africa	1	ET
241	Asosa	ASO	67	Ethiopia	4	Eastern Africa	0	Africa	1	ET
242	Lalibela	LLI	67	Ethiopia	4	Eastern Africa	0	Africa	1	ET
243	Ciudad del Este	AGT	173	Paraguay	14	South America	5	South America	2	PY
244	Asuncion	ASU	173	Paraguay	14	South America	5	South America	2	PY
245	Tabuk	TUU	180	Saudi Arabia	20	Western Asia	1	Asia	0	SA
246	Turaif	TUI	180	Saudi Arabia	20	Western Asia	1	Asia	0	SA
247	Dammam	DMM	180	Saudi Arabia	20	Western Asia	1	Asia	0	SA
248	Nejran	EAM	180	Saudi Arabia	20	Western Asia	1	Asia	1	SA
249	Hofuf	HOF	180	Saudi Arabia	20	Western Asia	1	Asia	0	SA
250	Gurayat	URY	180	Saudi Arabia	20	Western Asia	1	Asia	0	SA
251	Jouf	AJF	180	Saudi Arabia	20	Western Asia	1	Asia	0	SA
252	Madinah	MED	180	Saudi Arabia	20	Western Asia	1	Asia	0	SA
253	Hail	HAS	180	Saudi Arabia	20	Western Asia	1	Asia	0	SA
254	Wadi al Dawaser	WAE	180	Saudi Arabia	20	Western Asia	1	Asia	1	SA
255	Yanbu al Bahr	YNB	180	Saudi Arabia	20	Western Asia	1	Asia	0	SA
256	Riyadh	RUH	180	Saudi Arabia	20	Western Asia	1	Asia	0	SA
257	Gassim	ELQ	180	Saudi Arabia	20	Western Asia	1	Asia	0	SA
258	Jazan	GIZ	180	Saudi Arabia	20	Western Asia	1	Asia	1	SA
259	Abha	AHB	180	Saudi Arabia	20	Western Asia	1	Asia	1	SA
260	Sharurah	SHW	180	Saudi Arabia	20	Western Asia	1	Asia	1	SA
261	Wedjh	EJH	180	Saudi Arabia	20	Western Asia	1	Asia	0	SA
262	Jeddah	JED	180	Saudi Arabia	20	Western Asia	1	Asia	1	SA
263	Al Baha	ABT	180	Saudi Arabia	20	Western Asia	1	Asia	1	SA
264	Bisha	BHH	180	Saudi Arabia	20	Western Asia	1	Asia	1	SA
265	Rafha	RAH	180	Saudi Arabia	20	Western Asia	1	Asia	0	SA
266	Arar	RAE	180	Saudi Arabia	20	Western Asia	1	Asia	0	SA
267	Taif	TIF	180	Saudi Arabia	20	Western Asia	1	Asia	1	SA
268	Qaisumah	AQI	180	Saudi Arabia	20	Western Asia	1	Asia	0	SA
269	Al Ula	ULH	180	Saudi Arabia	20	Western Asia	1	Asia	0	SA
270	Dawadmi	DWD	180	Saudi Arabia	20	Western Asia	1	Asia	0	SA
271	Beirut	BEY	119	Lebanon	20	Western Asia	1	Asia	0	LB
272	Ljubljana	LJU	195	Slovenia	18	Southern Europe	2	Europe	0	SI
273	Bobo Dioulasso	BOY	18	Burkina Faso	19	Western Africa	0	Africa	1	BF
274	Ouagadougou	OUA	18	Burkina Faso	19	Western Africa	0	Africa	1	BF
275	Berne	BRN	37	Switzerland	21	Western Europe	2	Europe	0	CH
276	Zurich	ZRH	37	Switzerland	21	Western Europe	2	Europe	0	CH
277	Lugano	LUG	37	Switzerland	21	Western Europe	2	Europe	0	CH
278	Altenrhein	ACH	37	Switzerland	21	Western Europe	2	Europe	0	CH
279	Geneva	GVA	37	Switzerland	21	Western Europe	2	Europe	0	CH
280	Zouerate	OUZ	143	Mauritania	19	Western Africa	0	Africa	1	MR
281	Nema	EMN	143	Mauritania	19	Western Africa	0	Africa	1	MR
282	Nouadhibou	NDB	143	Mauritania	19	Western Africa	0	Africa	1	MR
283	Nouakchott	NKC	143	Mauritania	19	Western Africa	0	Africa	1	MR
284	Split	SPU	93	Croatia	18	Southern Europe	2	Europe	0	HR
285	Dubrovnik	DBV	93	Croatia	18	Southern Europe	2	Europe	0	HR
286	Rijeka	RJK	93	Croatia	18	Southern Europe	2	Europe	0	HR
287	Zagreb	ZAG	93	Croatia	18	Southern Europe	2	Europe	0	HR
288	Zadar	ZAD	93	Croatia	18	Southern Europe	2	Europe	0	HR
289	Osijek	OSI	93	Croatia	18	Southern Europe	2	Europe	0	HR
290	Pula	PUY	93	Croatia	18	Southern Europe	2	Europe	0	HR
291	La Serena	LSC	38	Chile	14	South America	5	South America	2	CL
292	Balmaceda	BBA	38	Chile	14	South America	5	South America	2	CL
293	Puerto Natales	PNT	38	Chile	14	South America	5	South America	2	CL
294	Calama	CJC	38	Chile	14	South America	5	South America	1	CL
295	El Salvador	ESR	38	Chile	14	South America	5	South America	2	CL
296	Santiago (CL)	SCL	38	Chile	14	South America	5	South America	2	CL
297	Valdivia	ZAL	38	Chile	14	South America	5	South America	2	CL
298	Temuco	ZCO	38	Chile	14	South America	5	South America	2	CL
299	Easter Island	IPC	38	Chile	14	South America	5	South America	2	CL
300	Castro	MHC	38	Chile	14	South America	5	South America	2	CL
301	Osorno	ZOS	38	Chile	14	South America	5	South America	2	CL
302	Antofagasta	ANF	38	Chile	14	South America	5	South America	2	CL
303	Concepcion	CCP	38	Chile	14	South America	5	South America	2	CL
304	Pucon	ZPC	38	Chile	14	South America	5	South America	2	CL
305	Copiapo	CPO	38	Chile	14	South America	5	South America	2	CL
306	Punta Arenas	PUQ	38	Chile	14	South America	5	South America	2	CL
307	Iquique	IQQ	38	Chile	14	South America	5	South America	1	CL
308	Arica	ARI	38	Chile	14	South America	5	South America	1	CL
309	Puerto Montt	PMC	38	Chile	14	South America	5	South America	2	CL
310	Korla	KRL	39	China	5	Eastern Asia	1	Asia	0	CN
311	Jinzhou	JNZ	39	China	5	Eastern Asia	1	Asia	0	CN
312	Jining	JNG	39	China	5	Eastern Asia	1	Asia	0	CN
313	Ulanhot	HLH	39	China	5	Eastern Asia	1	Asia	0	CN
314	Hailar	HLD	39	China	5	Eastern Asia	1	Asia	0	CN
315	Chengdu	CTU	39	China	5	Eastern Asia	1	Asia	0	CN
316	Xuzhou	XUZ	39	China	5	Eastern Asia	1	Asia	0	CN
317	Bayannur	RLK	39	China	5	Eastern Asia	1	Asia	0	CN
318	Jiujiang	JIU	39	China	5	Eastern Asia	1	Asia	0	CN
319	Chaoyang	CHG	39	China	5	Eastern Asia	1	Asia	0	CN
320	Xinyuan	NLT	39	China	5	Eastern Asia	1	Asia	0	CN
321	Hami	HMI	39	China	5	Eastern Asia	1	Asia	0	CN
322	Tianjin	TSN	39	China	5	Eastern Asia	1	Asia	0	CN
323	Yibin	YBP	39	China	5	Eastern Asia	1	Asia	0	CN
324	Burqin	KJI	39	China	5	Eastern Asia	1	Asia	0	CN
325	Chongqing	CKG	39	China	5	Eastern Asia	1	Asia	0	CN
326	Daocheng	DCY	39	China	5	Eastern Asia	1	Asia	0	CN
327	Weifang	WEF	39	China	5	Eastern Asia	1	Asia	0	CN
328	Weihai	WEH	39	China	5	Eastern Asia	1	Asia	0	CN
329	Daqing	DQA	39	China	5	Eastern Asia	1	Asia	0	CN
330	Zunyi	ZYI	39	China	5	Eastern Asia	1	Asia	0	CN
331	Baise	AEB	39	China	5	Eastern Asia	1	Asia	0	CN
332	Tangshan	TVS	39	China	5	Eastern Asia	1	Asia	0	CN
333	Jiuzhaigou	JZH	39	China	5	Eastern Asia	1	Asia	0	CN
334	Wanzhou	WXN	39	China	5	Eastern Asia	1	Asia	0	CN
335	Mohe	OHE	39	China	5	Eastern Asia	1	Asia	0	CN
336	Jiamusi	JMU	39	China	5	Eastern Asia	1	Asia	0	CN
337	Anshun	AVA	39	China	5	Eastern Asia	1	Asia	0	CN
338	Tongren	TEN	39	China	5	Eastern Asia	1	Asia	0	CN
339	Baishan	NBS	39	China	5	Eastern Asia	1	Asia	0	CN
340	Dunhuang	DNH	39	China	5	Eastern Asia	1	Asia	0	CN
341	Yichun (Jiangxi)	YIC	39	China	5	Eastern Asia	1	Asia	0	CN
342	Xigaze	RKZ	39	China	5	Eastern Asia	1	Asia	0	CN
343	Lanzhou	LHW	39	China	5	Eastern Asia	1	Asia	0	CN
344	Wuyishan	WUS	39	China	5	Eastern Asia	1	Asia	0	CN
345	Wuzhou	WUZ	39	China	5	Eastern Asia	1	Asia	0	CN
346	Wuxi	WUX	39	China	5	Eastern Asia	1	Asia	0	CN
347	Wuhai	WUA	39	China	5	Eastern Asia	1	Asia	0	CN
348	Xi'an	XIY	39	China	5	Eastern Asia	1	Asia	0	CN
349	Ordos	DSN	39	China	5	Eastern Asia	1	Asia	0	CN
